School Code,"Enrolled
(K-12)","Utilized
(K-12)","Percent_Eligable
Eligible FRPM 
(K-12)"
4335782,2072,207,0.10
6048193,435,67,0.15
6048201,397,30,0.08
6048235,377,65,0.17
6048243,567,22,0.04
6048250,538,113,0.21
6048268,469,47,0.10
6048292,430,33,0.08
6048300,93,21,0.23
6048326,314,52,0.17
6048359,399,23,0.06
6048375,20,5,0.25
6048409,389,39,0.10
6060065,1119,127,0.11
6060081,1202,89,0.07
6068241,442,43,0.10
6115562,259,95,0.37
6118707,691,88,0.13
0000001,53,8,0.15
0129718,594,502,0.85
0131656,256,230,0.90
4330080,1108,674,0.61
4330502,308,176,0.57
4330585,470,390,0.83
4330593,50,15,0.30
4332110,196,145,0.74
4333522,1923,215,0.11
4333795,1879,1035,0.55
4335949,1617,453,0.28
4337200,1021,789,0.77
4338950,1698,638,0.38
6048417,528,355,0.67
6048425,314,245,0.78
6048433,404,334,0.83
6048474,869,95,0.11
6048490,277,204,0.74
6048516,309,261,0.84
6048532,360,265,0.74
6048540,508,405,0.80
6048565,313,84,0.27
6048599,424,314,0.74
6048649,302,254,0.84
6048656,913,532,0.58
6048664,457,100,0.22
6048672,515,225,0.44
6048680,544,142,0.26
6048698,398,342,0.86
6048706,673,58,0.09
6048714,391,206,0.53
6048722,729,190,0.26
6048730,655,408,0.62
6048748,463,416,0.90
6048755,679,27,0.04
6048763,780,281,0.36
6060099,1227,188,0.15
6060107,1267,471,0.37
6060115,1154,537,0.47
6062103,770,594,0.77
6062111,1098,704,0.64
6093074,737,75,0.10
6093082,582,53,0.09
6093090,307,128,0.42
6095418,1167,391,0.34
6119010,426,325,0.76
0000001,26,6,0.23
0110700,954,315,0.33
0125443,9,9,1.00
0133363,325,58,0.18
0135970,102,51,0.50
4330122,2033,906,0.45
4330247,219,141,0.64
4338406,125,89,0.71
4338802,1966,899,0.46
6048797,274,196,0.72
6048805,344,178,0.52
6048813,414,130,0.31
6048821,331,198,0.60
6048847,380,158,0.42
6048854,893,473,0.53
6048870,511,348,0.68
6048896,416,212,0.51
6048904,686,75,0.11
6048920,532,16,0.03
6048938,399,170,0.43
6048987,450,219,0.49
6048995,642,199,0.31
6049019,395,331,0.84
6049027,460,93,0.20
6049035,330,33,0.10
6049043,394,166,0.42
6101752,976,466,0.48
6101760,923,267,0.29
0000001,1,0,0.00
6049068,343,6,0.02
6049084,309,5,0.02
6049092,822,15,0.02
6049100,342,16,0.05
0000001,5,0,0.00
6049142,490,353,0.72
6049159,478,253,0.53
6049167,860,36,0.04
6049175,768,48,0.06
6049191,739,230,0.31
6049217,435,112,0.26
6049233,424,247,0.58
6049241,773,445,0.58
6049258,1205,310,0.26
6049282,398,248,0.62
0000001,2,0,0.00
6049290,655,24,0.04
6049316,694,44,0.06
6049332,952,181,0.19
6049357,598,35,0.06
6049373,614,141,0.23
6049407,644,71,0.11
6049415,629,73,0.12
6049449,1005,76,0.08
0000001,3,0,0.00
4331039,106,64,0.60
4334470,3249,1056,0.33
6047583,487,278,0.57
6047591,616,194,0.31
6047609,747,159,0.21
6047625,765,175,0.23
6047633,476,194,0.41
6047641,719,143,0.20
6047666,707,271,0.38
6047674,374,242,0.65
6047682,796,272,0.34
6047690,587,219,0.37
6067219,686,185,0.27
0136572,48,2,0.04
4430146,65,65,1.00
4430252,537,60,0.11
4430278,637,286,0.45
6069397,92,15,0.16
6049563,168,39,0.23
6049571,120,14,0.12
0000001,2,0,0.00
0100305,140,46,0.33
0100388,155,23,0.15
6049597,375,210,0.56
6049605,332,274,0.83
6113559,550,336,0.61
6114102,402,255,0.63
6118673,80,18,0.23
6049613,127,13,0.10
6049621,120,54,0.45
0102665,550,474,0.86
0102673,546,417,0.76
0105858,1406,1212,0.86
0109595,636,584,0.92
0117804,513,427,0.83
4430203,55,33,0.60
4430229,184,100,0.54
4430245,66,58,0.88
4430518,1478,552,0.37
4437794,145,60,0.41
4437901,2116,1685,0.80
6049639,599,515,0.86
6049647,662,283,0.43
6049662,548,310,0.57
6049670,647,534,0.83
6049688,656,595,0.91
6049696,640,528,0.83
6049704,546,432,0.79
6049712,557,484,0.87
6049720,277,140,0.51
6049738,442,135,0.31
6049746,654,562,0.86
6049753,488,465,0.95
6049779,593,90,0.15
6049787,629,586,0.93
6049803,607,510,0.84
6049811,558,203,0.36
6049829,670,487,0.73
6108138,528,461,0.87
6108146,646,560,0.87
6112841,713,651,0.91
6117253,575,437,0.76
6119077,349,219,0.63
0110007,2394,508,0.21
4430179,265,54,0.20
4436754,726,149,0.21
6049837,513,136,0.27
6049852,562,115,0.20
6060644,538,148,0.28
6049860,473,237,0.50
6049886,550,218,0.40
6049894,375,264,0.70
6049928,555,125,0.23
6108203,143,50,0.35
0000001,7,0,0.00
4430096,61,24,0.39
4430187,112,43,0.38
4430195,128,20,0.16
4432340,926,515,0.56
4436960,89,63,0.71
4437109,1062,329,0.31
4437406,1155,418,0.36
6060149,482,247,0.51
6060156,615,232,0.38
0126920,48,17,0.35
6049977,325,107,0.33
6049985,415,187,0.45
6066542,702,229,0.33
6111421,474,130,0.27
0000001,3,1,0.33
4430211,802,76,0.09
6049936,547,60,0.11
6049944,562,59,0.10
6049951,556,70,0.13
0111674,222,98,0.44
0132647,102,72,0.71
0132944,228,114,0.50
4530150,13,13,1.00
6069389,40,27,0.68
4530028,889,406,0.46
4530051,98,55,0.56
4530192,14,13,0.93
4530333,189,100,0.53
4530762,58,48,0.83
4530804,531,339,0.64
6050074,352,225,0.64
6050082,147,116,0.79
6113260,64,47,0.73
0000001,7,2,0.29
0135624,87,53,0.61
6050124,389,323,0.83
6050132,274,241,0.88
6050140,345,298,0.86
6114144,17,16,0.94
6050165,60,45,0.75
0101113,4,4,1.00
0134122,587,193,0.33
6050181,435,172,0.40
6117857,331,105,0.32
0111393,536,317,0.59
0121640,225,75,0.33
6050207,402,211,0.52
0000001,5,1,0.20
0135830,83,73,0.88
0135848,102,67,0.66
6050215,272,236,0.87
6050223,425,338,0.80
6050231,617,419,0.68
6050249,559,465,0.83
6050256,356,327,0.92
6050264,394,320,0.81
6111470,969,462,0.48
4530010,17,15,0.88
4530226,13,9,0.69
4530234,7,4,0.57
4530242,10,8,0.80
4531000,247,139,0.56
4533600,243,107,0.44
6050272,373,242,0.65
6050280,298,173,0.58
6119390,1,1,1.00
6050322,29,25,0.86
6050330,648,109,0.17
0112656,5,5,1.00
6050348,280,192,0.69
6097703,242,161,0.67
6050355,40,26,0.65
6050389,7,7,1.00
6050397,272,93,0.34
6050405,263,110,0.42
6050421,264,70,0.27
6050439,66,48,0.73
0000001,2,1,0.50
6050447,334,193,0.58
6050454,299,174,0.58
0000001,3,1,0.33
0135889,226,84,0.37
6050462,249,164,0.66
6050470,191,167,0.87
6050488,204,172,0.84
6050512,588,253,0.43
6050520,631,392,0.62
6050538,231,178,0.77
6101612,892,547,0.61
6117147,12,10,0.83
6117931,65,36,0.55
6050546,156,71,0.46
0000001,39,16,0.41
0106013,975,158,0.16
0114132,23,11,0.48
0114231,19,11,0.58
0114249,25,17,0.68
4530044,1339,375,0.28
4530200,171,115,0.67
4530218,29,27,0.93
4530267,241,74,0.31
4530309,110,65,0.59
4532750,1188,620,0.52
4537304,1446,540,0.37
0129957,137,89,0.65
0134031,459,238,0.52
0136440,295,183,0.62
6050595,35,18,0.51
6050413,67,59,0.88
0000001,7,3,0.43
0110221,663,509,0.77
0113407,178,102,0.57
0115568,75,24,0.32
4530077,50,41,0.82
4530101,58,46,0.79
4530176,13,11,0.85
4531901,610,413,0.68
6050090,609,471,0.77
6050579,239,214,0.90
4630034,3,3,1.00
4632303,21,11,0.52
4634259,157,61,0.39
6050611,27,18,0.67
6050629,199,98,0.49
0117168,495,348,0.70
4730032,5,5,1.00
6069405,95,45,0.47
6050652,179,103,0.58
6050660,13,13,1.00
6050678,207,99,0.48
6050694,61,45,0.74
6050710,87,79,0.91
4732707,63,43,0.68
6050744,9,4,0.44
6050769,26,26,1.00
6050777,205,132,0.64
6050785,108,85,0.79
6050801,57,47,0.82
6050819,28,18,0.64
6050827,20,15,0.75
6050835,16,9,0.56
6050850,52,27,0.52
6050876,154,115,0.75
0131102,308,130,0.42
6050884,250,125,0.50
6050926,17,13,0.76
4730057,9,7,0.78
4734356,60,36,0.60
4734901,16,7,0.44
4735403,296,137,0.46
4738753,161,124,0.77
6050942,286,252,0.88
6050959,40,32,0.80
6050975,550,368,0.67
6067136,444,311,0.70
6119259,5,4,0.80
4730024,31,20,0.65
4730156,6,5,0.83
4739207,575,292,0.51
4731253,99,46,0.46
6050843,217,181,0.83
4730107,10,10,1.00
4730206,2,2,1.00
4733309,197,94,0.48
6050728,179,118,0.66
6050751,150,96,0.64
6105480,146,91,0.62
0123331,13,13,1.00
4830071,31,31,1.00
6069538,323,98,0.30
6089668,40,27,0.68
0000001,7,0,0.00
0118968,8,4,0.50
4830048,59,28,0.47
4831004,1621,374,0.23
6050983,1121,285,0.25
6050991,452,129,0.29
6051015,467,205,0.44
6106462,563,105,0.19
6111165,489,43,0.09
0102012,7,6,0.86
0122267,409,128,0.31
4830055,81,54,0.67
4832259,1135,537,0.47
6051023,527,305,0.58
6051049,541,434,0.80
6110282,532,274,0.52
6120240,420,300,0.71
0000001,46,15,0.33
0112664,790,713,0.90
0113084,619,238,0.38
0113092,654,165,0.25
0122093,49,17,0.35
0123356,239,94,0.39
0125310,710,379,0.53
0133595,631,536,0.85
4830170,1838,582,0.32
4830451,2155,1350,0.63
4833000,1504,1108,0.74
4836003,395,177,0.45
6051064,736,674,0.92
6051098,588,530,0.90
6051106,623,380,0.61
6051114,955,697,0.73
6051148,628,559,0.89
6051163,570,519,0.91
6051189,965,251,0.26
6051197,751,279,0.37
6051221,570,197,0.35
6051239,399,327,0.82
6093397,907,756,0.83
6100754,549,386,0.70
6106405,549,232,0.42
6109128,697,416,0.60
6109136,873,332,0.38
6111405,745,468,0.63
6115752,804,174,0.22
0000001,8,1,0.13
4830022,87,39,0.45
4830154,4,3,0.75
4830162,3,0,0.00
4838801,1744,439,0.25
6051254,519,155,0.30
6051262,869,248,0.29
6051270,509,133,0.26
6068290,515,184,0.36
6103154,545,204,0.37
6111652,671,164,0.24
0129494,554,61,0.11
0133553,548,235,0.43
0135095,208,78,0.38
4830089,1667,710,0.43
4830113,502,99,0.20
4833869,158,95,0.60
4837803,1913,648,0.34
6051288,704,280,0.40
6051296,895,649,0.73
6051320,622,424,0.68
6051338,551,378,0.69
6051346,413,209,0.51
6060180,924,383,0.41
6097950,362,76,0.21
6106363,751,375,0.50
6109094,700,299,0.43
6109672,854,224,0.26
6110241,837,272,0.32
0101980,22,19,0.86
0115469,485,249,0.51
0134262,492,344,0.70
4830147,1620,882,0.54
4830196,492,280,0.57
4838058,174,119,0.68
4838504,1700,1225,0.72
6051379,530,376,0.71
6051387,240,212,0.88
6051395,512,429,0.84
6051411,545,423,0.78
6051429,355,218,0.61
6051437,417,338,0.81
6051445,391,314,0.80
6051478,605,514,0.85
6051494,203,191,0.94
6051502,519,409,0.79
6051544,624,521,0.83
6060198,517,398,0.77
6060206,951,623,0.66
6062129,646,532,0.82
6069900,32,20,0.63
6071302,409,349,0.85
6099667,424,346,0.82
6107684,408,235,0.58
6110134,734,389,0.53
6116255,421,244,0.58
0000001,50,50,1.00
4930079,55,55,1.00
4930343,73,51,0.70
6069413,403,81,0.20
6051577,116,27,0.23
0000001,25,4,0.16
0121038,38,20,0.53
0135327,74,36,0.49
4930327,81,46,0.57
4930400,1145,298,0.26
4931507,596,215,0.36
0000001,10,1,0.10
0113506,488,409,0.84
0127662,147,91,0.62
6051585,387,325,0.84
6051593,355,301,0.85
6115695,458,364,0.79
0000001,2,0,0.00
6051619,598,154,0.26
6098248,422,98,0.23
0000001,1,1,1.00
0125724,15,4,0.27
6051635,243,71,0.29
0000000,1,0,0.00
0000001,10,3,0.30
4930848,19,14,0.74
4930855,398,207,0.52
6051643,568,378,0.67
6051650,444,264,0.59
0122440,183,38,0.21
6051700,10,1,0.10
0000001,1,0,0.00
0112987,196,93,0.47
6051718,66,29,0.44
6051726,19,15,0.79
0129981,126,79,0.63
4930053,5,3,0.60
6051734,106,56,0.53
0126888,38,14,0.37
6051742,436,96,0.22
6051759,250,55,0.22
0136465,16,11,0.69
6051767,262,178,0.68
6051775,59,15,0.25
6110639,197,61,0.31
6120588,396,211,0.53
6051809,62,58,0.94
6051825,141,22,0.16
0107284,628,345,0.55
0123422,44,5,0.11
0134296,556,246,0.44
6051833,171,28,0.16
0000001,4,1,0.25
0105890,120,43,0.36
6051841,441,245,0.56
6051858,439,150,0.34
6111066,455,192,0.42
0000001,1,0,0.00
6051866,88,48,0.55
6051874,35,15,0.43
0000001,1,0,0.00
0120584,381,182,0.48
6051882,79,21,0.27
6051890,774,202,0.26
0000001,2,1,0.50
0119750,166,42,0.25
0127555,400,180,0.45
6051916,346,182,0.53
6051924,348,76,0.22
6072136,379,259,0.68
6114755,456,68,0.15
0000001,2,1,0.50
0124339,44,6,0.14
0132357,85,37,0.44
6051940,404,57,0.14
6051957,254,232,0.91
6051965,263,137,0.52
6051973,370,85,0.23
6051981,390,105,0.27
6051999,285,138,0.48
6119036,294,63,0.21
0000001,30,5,0.17
0128157,74,22,0.30
0131961,105,18,0.17
4930012,1706,599,0.35
4930103,23,9,0.39
4930111,21,11,0.52
4930236,59,14,0.24
4935151,1338,350,0.26
4935862,78,53,0.68
6051932,385,75,0.19
6060230,641,185,0.29
6062137,866,313,0.36
6117337,11,11,1.00
0000001,3,1,0.33
0101253,299,134,0.45
0106344,103,58,0.56
6066344,317,165,0.52
6109144,430,252,0.59
6113492,206,109,0.53
6052013,12,12,1.00
0000001,6,4,0.67
0102525,327,117,0.36
0120980,67,26,0.39
6052021,409,225,0.55
6052039,582,345,0.59
6052047,429,256,0.60
6052054,418,127,0.30
6052070,398,227,0.57
6085229,386,211,0.55
6117907,420,92,0.22
0000001,2,1,0.50
0101923,1452,1291,0.89
0125336,354,311,0.88
6052088,570,506,0.89
6052096,496,438,0.88
0113530,413,149,0.36
0125831,475,125,0.26
0128074,309,181,0.59
6052104,460,368,0.80
6052112,336,267,0.79
6052153,314,277,0.88
6052161,442,366,0.83
6052179,450,153,0.34
6052195,400,321,0.80
6066385,534,434,0.81
6095459,624,266,0.43
6108500,355,238,0.67
6116958,134,112,0.84
0000001,128,27,0.21
0102533,128,35,0.27
4930160,1032,683,0.66
4930244,1560,506,0.32
4934154,1647,613,0.37
4935292,1357,800,0.59
4935607,257,139,0.54
4936803,1991,799,0.40
6060255,440,350,0.80
6060263,764,396,0.52
6060271,891,295,0.33
6060289,581,291,0.50
6068977,410,344,0.84
0120121,122,46,0.38
6052211,225,114,0.51
6052229,266,127,0.48
6113039,292,92,0.32
0000001,18,7,0.39
0105866,249,113,0.45
4930152,43,31,0.72
4937256,1324,725,0.55
6052245,498,371,0.74
6052252,213,173,0.81
6052260,392,320,0.82
6052278,332,208,0.63
6052286,407,165,0.41
6052294,335,287,0.86
6111678,211,97,0.46
6119069,429,209,0.49
0000001,4,3,0.75
4930319,242,53,0.22
4930350,284,66,0.23
6052302,267,66,0.25
6093140,409,120,0.29
6052310,154,84,0.55
6110324,421,83,0.20
6114409,456,62,0.14
6052336,182,63,0.35
6052344,257,75,0.29
0000000,1,0,0.00
6052377,497,363,0.73
6096721,511,363,0.71
6111868,558,408,0.73
0000001,29,8,0.28
0123786,337,176,0.52
0128330,223,105,0.47
0128348,435,258,0.59
0135053,141,86,0.61
4930046,56,32,0.57
4930384,326,50,0.15
4935482,1493,591,0.40
6051676,244,189,0.77
6051692,239,196,0.82
6060669,405,254,0.63
6097059,486,186,0.38
6099246,493,164,0.33
6109169,500,204,0.41
6112981,791,277,0.35
0000001,18,4,0.22
0114934,98,37,0.38
0121236,45,20,0.44
4930228,1707,532,0.31
4930269,59,31,0.53
6052351,846,292,0.35
6052369,1141,535,0.47
6107221,454,178,0.39
6110993,435,187,0.43
6116024,373,158,0.42
0000001,14,4,0.29
0124230,266,85,0.32
4930251,19,12,0.63
4932554,552,243,0.44
6051791,323,266,0.82
6060222,357,213,0.60
0117457,910,383,0.42
0129023,587,436,0.74
0131235,210,170,0.81
5030069,53,53,1.00
5030085,109,96,0.88
5030226,158,145,0.92
5030234,115,63,0.55
6069546,310,215,0.69
0000001,27,16,0.59
0107128,426,200,0.47
0107136,156,41,0.26
0108076,1976,1658,0.84
0109074,463,400,0.86
0109082,688,637,0.93
0109090,685,547,0.80
0110734,635,502,0.79
0112292,430,271,0.63
0123679,660,559,0.85
0127613,569,426,0.75
0129106,344,232,0.67
0133827,1,0,0.00
5030168,167,133,0.80
5030200,210,178,0.85
5030879,1732,1424,0.82
6052427,677,602,0.89
6052435,564,523,0.93
6052443,538,516,0.96
6052450,588,547,0.93
6052468,438,396,0.90
6085013,734,654,0.89
6108435,691,541,0.78
6112338,637,497,0.78
6112346,671,602,0.90
6120828,7,2,0.29
6052484,406,335,0.83
6052492,176,135,0.77
0000001,1,1,1.00
0132662,557,351,0.63
5030267,222,139,0.63
5031521,261,174,0.67
6071575,232,161,0.69
0101493,587,493,0.84
6052518,362,340,0.94
6093504,496,465,0.94
6098180,483,361,0.75
6107932,564,464,0.82
6111892,528,431,0.82
0120089,128,27,0.21
6052534,16,7,0.44
0000001,3,3,1.00
6052542,825,393,0.48
6112965,383,155,0.40
6052559,309,133,0.43
6112627,559,195,0.35
6116388,184,72,0.39
6052591,552,515,0.93
6113286,361,108,0.30
6119002,241,239,0.99
6052609,144,25,0.17
0000001,31,12,0.39
6052625,404,319,0.79
6052633,956,930,0.97
6052641,686,663,0.97
6052658,379,357,0.94
6052666,395,203,0.51
6052674,347,301,0.87
6052682,772,754,0.98
6052690,838,826,0.99
6052708,585,393,0.67
6052716,330,316,0.96
6052724,510,454,0.89
6052740,748,563,0.75
6052765,781,761,0.97
6052773,782,760,0.97
6052781,396,392,0.99
6052799,413,411,1.00
6052807,889,660,0.74
6052815,482,352,0.73
6052823,550,543,0.99
6052849,573,564,0.98
6052872,272,261,0.96
6093512,516,309,0.60
6097752,366,108,0.30
6105670,633,613,0.97
6107023,611,498,0.82
6110068,876,850,0.97
0000001,49,17,0.35
0110593,2383,1038,0.44
0120212,355,229,0.65
0121129,2298,1118,0.49
5030010,1624,902,0.56
5030135,1831,1497,0.82
5031380,1829,1467,0.80
5031802,2098,1530,0.73
5034905,2544,2002,0.79
5034913,477,396,0.83
0112383,102,69,0.68
6052914,90,54,0.60
0110080,757,533,0.70
0118927,833,658,0.79
0131037,23,20,0.87
0133124,69,45,0.65
5030127,84,72,0.86
5036256,1738,1302,0.75
6052922,261,249,0.95
6052948,595,523,0.88
6052955,587,480,0.82
6060297,1156,904,0.78
0121525,50,32,0.64
6053011,94,58,0.62
0000001,9,5,0.56
0120063,81,65,0.80
0124768,832,233,0.28
0133660,321,241,0.75
6053037,330,299,0.91
6106934,347,232,0.67
6113823,535,374,0.70
6120844,858,617,0.72
0121558,124,91,0.73
6053045,39,28,0.72
0000001,9,4,0.44
0105700,587,298,0.51
6053060,648,603,0.93
6053078,360,173,0.48
6067250,707,457,0.65
6098297,563,468,0.83
6108302,649,395,0.61
0000001,24,6,0.25
0108761,894,395,0.44
0113795,848,387,0.46
0113803,562,247,0.44
0118125,250,118,0.47
6053086,478,280,0.59
6053094,901,596,0.66
6053102,432,273,0.63
6053110,344,246,0.72
6053128,400,297,0.74
6071583,437,370,0.85
6095517,461,233,0.51
6111009,604,345,0.57
6111017,1034,420,0.41
6120430,663,236,0.36
6053201,167,88,0.53
0000001,7,4,0.57
0101188,323,291,0.90
0124073,484,338,0.70
5030036,20,12,0.60
5030184,1,1,1.00
5030333,8,5,0.63
5035902,917,586,0.64
6025712,145,76,0.52
6025753,522,424,0.81
6025761,700,494,0.71
0101030,286,184,0.64
0116848,7,6,0.86
5032651,696,334,0.48
5032669,32,26,0.81
6052567,470,264,0.56
6052575,561,345,0.61
0112573,55,47,0.85
0113852,571,375,0.66
0118810,460,390,0.85
5036850,764,603,0.79
6052971,627,557,0.89
6052989,511,452,0.88
0000001,11,1,0.09
0107979,652,307,0.47
5030176,63,20,0.32
5030192,30,17,0.57
5031950,79,37,0.47
5035654,1568,555,0.35
6052880,508,304,0.60
6052898,852,323,0.38
6052906,850,352,0.41
6100390,713,392,0.55
0000001,4,1,0.25
0117689,40,27,0.68
0117770,359,316,0.88
0118513,544,473,0.87
5030259,585,424,0.72
5030317,2175,1015,0.47
6053219,260,226,0.87
0000001,35,35,1.00
0108175,837,379,0.45
0114561,911,231,0.25
0124669,142,102,0.72
0131185,97,75,0.77
5030283,2081,1126,0.54
5036884,160,142,0.89
5037700,2479,1544,0.62
6053136,1391,814,0.59
6053151,687,595,0.87
6053169,717,649,0.91
6053177,831,493,0.59
6053185,924,650,0.70
6053193,622,581,0.93
6102743,616,439,0.71
6115208,884,510,0.58
6118814,827,508,0.61
0114207,86,73,0.85
6069454,327,211,0.65
6053235,458,242,0.53
6053243,149,81,0.54
5132758,311,115,0.37
6053250,478,119,0.25
5130059,17,12,0.71
5130067,33,31,0.94
5135256,540,419,0.78
6053268,117,67,0.57
6053276,516,454,0.88
6053284,643,559,0.87
0109793,2128,831,0.39
6053292,159,69,0.43
0129007,865,530,0.61
0132753,92,70,0.76
0132761,106,77,0.73
6053300,70,51,0.73
0132977,438,203,0.46
6053318,161,68,0.42
6053326,184,55,0.30
5130042,34,20,0.59
5137500,755,240,0.32
0133934,1592,613,0.39
6053334,68,35,0.51
6053433,127,114,0.90
0000001,7,1,0.14
0100537,1234,1004,0.81
0107318,455,160,0.35
0107722,1820,1203,0.66
0113134,1211,784,0.65
5130018,129,106,0.82
5130075,93,66,0.71
5130125,241,240,1.00
5139001,1854,1204,0.65
6053342,466,443,0.95
6053359,531,341,0.64
6053367,529,520,0.98
6053375,197,177,0.90
6053383,726,706,0.97
6053391,361,352,0.98
6053409,524,375,0.72
6053417,681,444,0.65
6053425,557,552,0.99
6053441,693,402,0.58
6067268,927,458,0.49
0000001,1,0,0.00
5230016,24,24,1.00
6069462,44,11,0.25
6119606,75,61,0.81
6119671,102,81,0.79
0000001,3,2,0.67
0134403,87,41,0.47
6053466,473,298,0.63
6053599,13,10,0.77
6053615,13,11,0.85
6066328,251,113,0.45
0102301,672,567,0.84
6053482,300,252,0.84
6053490,575,509,0.89
6093546,456,368,0.81
6112486,98,94,0.96
6114466,11,11,1.00
5231675,27,22,0.81
5231709,947,662,0.70
6053508,15,13,0.87
0114223,3,2,0.67
0132597,102,47,0.46
6053474,102,66,0.65
6053516,572,329,0.58
6111629,444,277,0.62
6114342,2,2,1.00
6053524,26,11,0.42
6053532,414,354,0.86
6053540,97,61,0.63
6053557,323,170,0.53
5230032,1,0,0.00
5235106,199,132,0.66
6053565,313,270,0.86
6053581,82,64,0.78
0000001,2,1,0.50
6053623,506,384,0.76
6053631,460,373,0.81
6053656,609,473,0.78
6106686,458,364,0.79
0000001,2,1,0.50
5237151,112,94,0.84
5237201,1536,898,0.58
6053664,160,93,0.58
6053672,248,148,0.60
0125633,93,68,0.73
6053680,88,64,0.73
6053706,5,2,0.40
6053722,175,93,0.53
6053771,56,41,0.73
6053789,62,48,0.77
6053813,12,8,0.67
5330030,1,1,1.00
5337423,15,13,0.87
6053755,10,8,0.80
6053805,57,48,0.84
5330022,4,4,1.00
5337407,76,62,0.82
6053730,173,136,0.79
5330014,16,12,0.75
5337456,346,161,0.47
6053821,395,237,0.60
0119602,240,104,0.43
0124057,689,228,0.33
0125542,378,142,0.38
0135459,126,65,0.52
5430061,142,142,1.00
5430327,251,226,0.90
5430343,65,57,0.88
6069439,1040,649,0.62
6119291,267,117,0.44
6053839,82,78,0.95
0112458,434,242,0.56
5430301,121,115,0.95
6053847,199,184,0.92
6053854,558,408,0.73
6053862,212,149,0.70
0109009,2023,1284,0.63
0110452,5,4,0.80
0122705,98,86,0.88
6053870,585,508,0.87
6100267,588,428,0.73
6105506,598,482,0.81
6114078,571,410,0.72
6120232,452,377,0.83
6053896,200,124,0.62
5430095,33,28,0.85
5430244,9,9,1.00
5430806,53,50,0.94
5433230,1117,1061,0.95
6053904,664,629,0.95
6053938,626,608,0.97
6112684,709,664,0.94
6118111,914,885,0.97
6054019,170,128,0.75
0101303,6,5,0.83
5430335,571,537,0.94
6054027,677,605,0.89
6054035,579,546,0.94
6054092,247,185,0.75
6054100,18,18,1.00
6054126,465,428,0.92
6054134,633,349,0.55
0123646,499,450,0.90
0123653,443,423,0.95
0123661,385,367,0.95
0124776,26,23,0.88
5430194,81,74,0.91
5430236,6,6,1.00
5432414,1082,1023,0.95
6054142,457,432,0.95
6054159,699,651,0.93
6107262,433,400,0.92
6054167,475,404,0.85
6054175,568,453,0.80
6054183,89,84,0.94
6054191,566,505,0.89
0114165,377,363,0.96
6054209,695,667,0.96
6054217,474,432,0.91
6114672,633,571,0.90
6054324,357,215,0.60
6054332,86,62,0.72
0134973,32,13,0.41
6054340,301,153,0.51
6054365,331,174,0.53
0123273,111,99,0.89
0136507,384,349,0.91
6054373,124,120,0.97
0114595,797,772,0.97
6054399,827,367,0.44
6054407,350,329,0.94
6054415,623,614,0.99
6112510,297,291,0.98
6054423,146,62,0.42
6054431,589,490,0.83
6054449,216,203,0.94
0100495,655,599,0.91
0113639,743,392,0.53
